,geometry,weight,time
103,"LINESTRING (127.33945040000008 36.355377436363646, 127.34330968181817 36.36071025)",3,2019-11-1 15:00:00
104,"LINESTRING (127.34759143749999 36.360228562500005, 127.34733208333331 36.35303145833333)",2,2019-11-1 15:00:00
105,"LINESTRING (127.34733208333331 36.35303145833333, 127.34759143749999 36.360228562500005)",1,2019-11-1 15:00:00
106,"LINESTRING (127.34376300000001 36.35351822222222, 127.34330968181817 36.36071025)",4,2019-11-1 15:00:00
107,"LINESTRING (127.34759143749999 36.360228562500005, 127.36017216666667 36.35923888888888)",1,2019-11-1 15:00:00
108,"LINESTRING (127.36017216666667 36.35923888888888, 127.34759143749999 36.360228562500005)",1,2019-11-1 15:00:00
109,"LINESTRING (127.36017216666667 36.35923888888888, 127.36387332142858 36.36535528571429)",2,2019-11-1 15:00:00
110,"LINESTRING (127.34356211111111 36.348540666666665, 127.35126377272724 36.34987268181818)",2,2019-11-1 15:00:00
111,"LINESTRING (127.36017216666667 36.35923888888888, 127.35855607692305 36.35379543589744)",1,2019-11-1 15:00:00
112,"LINESTRING (127.33613082857144 36.36224442857142, 127.34330968181817 36.36071025)",1,2019-11-1 15:00:00
113,"LINESTRING (127.34759143749999 36.360228562500005, 127.34376300000001 36.35351822222222)",1,2019-11-1 15:00:00
114,"LINESTRING (127.3694635217392 36.35739695652173, 127.3682952 36.334594599999996)",1,2019-11-1 15:00:00
115,"LINESTRING (127.3682952 36.334594599999996, 127.366576 36.341158)",1,2019-11-1 15:00:00
116,"LINESTRING (127.366576 36.341158, 127.36939713636362 36.345884272727275)",1,2019-11-1 15:00:00
117,"LINESTRING (127.35818162499999 36.3628215, 127.35646875 36.366761499999996)",1,2019-11-1 15:00:00
118,"LINESTRING (127.34376300000001 36.35351822222222, 127.34759143749999 36.360228562500005)",1,2019-11-1 15:00:00
119,"LINESTRING (127.33915175 36.366252125, 127.33243324999998 36.366047625)",1,2019-11-1 15:00:00
120,"LINESTRING (127.33243324999998 36.366047625, 127.33915175 36.366252125)",1,2019-11-1 15:00:00
121,"LINESTRING (127.31876220000001 36.366859100000006, 127.31865566666669 36.359423166666666)",1,2019-11-1 15:00:00
122,"LINESTRING (127.31865566666669 36.359423166666666, 127.32213300000001 36.359402)",1,2019-11-1 15:00:00
123,"LINESTRING (127.33945040000008 36.355377436363646, 127.33766191666666 36.347608124999994)",1,2019-11-1 15:00:00
124,"LINESTRING (127.33199408333333 36.348830250000006, 127.33063440000001 36.3531742)",1,2019-11-1 15:00:00
125,"LINESTRING (127.32003176923075 36.34208553846154, 127.31804650000001 36.337827)",1,2019-11-1 15:00:00
126,"LINESTRING (127.31804650000001 36.337827, 127.318218 36.332261)",1,2019-11-1 15:00:00
127,"LINESTRING (127.318218 36.332261, 127.32465 36.332213)",1,2019-11-1 15:00:00
128,"LINESTRING (127.32465 36.332213, 127.33213359999999 36.332984599999996)",1,2019-11-1 15:00:00
129,"LINESTRING (127.36935999999997 36.35153443750001, 127.3694635217392 36.35739695652173)",2,2019-11-1 15:00:00
130,"LINESTRING (127.36387332142858 36.36535528571429, 127.35327489743587 36.35925099999999)",1,2019-11-1 15:00:00
131,"LINESTRING (127.34330968181817 36.36071025, 127.34376300000001 36.35351822222222)",1,2019-11-1 15:00:00
0,"LINESTRING (127.36963519047619 36.357506142857154, 127.36385373529413 36.35914111764706)",6,2019-11-1 16:00:00
1,"LINESTRING (127.36385373529413 36.35914111764706, 127.35852252500004 36.359151099999984)",7,2019-11-1 16:00:00
2,"LINESTRING (127.35852252500004 36.359151099999984, 127.35238738095242 36.35994361904763)",6,2019-11-1 16:00:00
3,"LINESTRING (127.35238738095242 36.35994361904763, 127.34532330188681 36.36119986792454)",10,2019-11-1 16:00:00
4,"LINESTRING (127.34532330188681 36.36119986792454, 127.35238738095242 36.35994361904763)",9,2019-11-1 16:00:00
5,"LINESTRING (127.35238738095242 36.35994361904763, 127.35697791666665 36.362642333333326)",3,2019-11-1 16:00:00
6,"LINESTRING (127.35697791666665 36.362642333333326, 127.35852252500004 36.359151099999984)",1,2019-11-1 16:00:00
7,"LINESTRING (127.35852252500004 36.359151099999984, 127.36385373529413 36.35914111764706)",9,2019-11-1 16:00:00
8,"LINESTRING (127.36385373529413 36.35914111764706, 127.36963519047619 36.357506142857154)",6,2019-11-1 16:00:00
9,"LINESTRING (127.324016125 36.36711137499999, 127.32924100000004 36.367152866666665)",3,2019-11-1 16:00:00
10,"LINESTRING (127.32924100000004 36.367152866666665, 127.3334852 36.36525074999999)",5,2019-11-1 16:00:00
11,"LINESTRING (127.3334852 36.36525074999999, 127.33882396874998 36.36329975)",5,2019-11-1 16:00:00
12,"LINESTRING (127.33882396874998 36.36329975, 127.34532330188681 36.36119986792454)",5,2019-11-1 16:00:00
13,"LINESTRING (127.35238738095242 36.35994361904763, 127.35852252500004 36.359151099999984)",7,2019-11-1 16:00:00
14,"LINESTRING (127.36918092307691 36.36590376923077, 127.362902 36.36586300000001)",3,2019-11-1 16:00:00
15,"LINESTRING (127.33882396874998 36.36329975, 127.33631763157899 36.35680405263158)",5,2019-11-1 16:00:00
16,"LINESTRING (127.33631763157899 36.35680405263158, 127.34121180851066 36.353600680851066)",6,2019-11-1 16:00:00
17,"LINESTRING (127.34121180851066 36.353600680851066, 127.34750566666666 36.352309999999996)",4,2019-11-1 16:00:00
18,"LINESTRING (127.34750566666666 36.352309999999996, 127.3498626451613 36.351266870967734)",8,2019-11-1 16:00:00
19,"LINESTRING (127.3498626451613 36.351266870967734, 127.35594816666665 36.353719222222225)",5,2019-11-1 16:00:00
20,"LINESTRING (127.35594816666665 36.353719222222225, 127.3498626451613 36.351266870967734)",5,2019-11-1 16:00:00
21,"LINESTRING (127.35594816666665 36.353719222222225, 127.35852252500004 36.359151099999984)",2,2019-11-1 16:00:00
22,"LINESTRING (127.36385373529413 36.35914111764706, 127.36918092307691 36.36590376923077)",3,2019-11-1 16:00:00
23,"LINESTRING (127.362902 36.36586300000001, 127.35697791666665 36.362642333333326)",1,2019-11-1 16:00:00
24,"LINESTRING (127.35697791666665 36.362642333333326, 127.35238738095242 36.35994361904763)",3,2019-11-1 16:00:00
25,"LINESTRING (127.34532330188681 36.36119986792454, 127.34121180851066 36.353600680851066)",2,2019-11-1 16:00:00
26,"LINESTRING (127.35594816666665 36.353719222222225, 127.359186 36.353611)",2,2019-11-1 16:00:00
27,"LINESTRING (127.359186 36.353611, 127.36410848275862 36.354445448275854)",3,2019-11-1 16:00:00
28,"LINESTRING (127.36410848275862 36.354445448275854, 127.3688788 36.3521948)",5,2019-11-1 16:00:00
29,"LINESTRING (127.3688788 36.3521948, 127.36730504347827 36.347506565217394)",2,2019-11-1 16:00:00
30,"LINESTRING (127.36730504347827 36.347506565217394, 127.3697514 36.3461548)",2,2019-11-1 16:00:00
31,"LINESTRING (127.34532330188681 36.36119986792454, 127.33882396874998 36.36329975)",7,2019-11-1 16:00:00
32,"LINESTRING (127.34121180851066 36.353600680851066, 127.34025572413792 36.34743613793104)",4,2019-11-1 16:00:00
33,"LINESTRING (127.34025572413792 36.34743613793104, 127.34121180851066 36.353600680851066)",4,2019-11-1 16:00:00
34,"LINESTRING (127.34025572413792 36.34743613793104, 127.34576512500001 36.3472525)",2,2019-11-1 16:00:00
35,"LINESTRING (127.34576512500001 36.3472525, 127.3498626451613 36.351266870967734)",1,2019-11-1 16:00:00
36,"LINESTRING (127.3498626451613 36.351266870967734, 127.34750566666666 36.352309999999996)",5,2019-11-1 16:00:00
37,"LINESTRING (127.33932595238093 36.33192147619049, 127.33361077777778 36.33205166666667)",4,2019-11-1 16:00:00
38,"LINESTRING (127.33361077777778 36.33205166666667, 127.33656266666667 36.33807466666667)",3,2019-11-1 16:00:00
39,"LINESTRING (127.33656266666667 36.33807466666667, 127.33874166666665 36.34185866666666)",4,2019-11-1 16:00:00
40,"LINESTRING (127.33874166666665 36.34185866666666, 127.34025572413792 36.34743613793104)",3,2019-11-1 16:00:00
41,"LINESTRING (127.34121180851066 36.353600680851066, 127.33631763157899 36.35680405263158)",3,2019-11-1 16:00:00
42,"LINESTRING (127.33631763157899 36.35680405263158, 127.33167549999999 36.357201499999995)",2,2019-11-1 16:00:00
43,"LINESTRING (127.33167549999999 36.357201499999995, 127.33631763157899 36.35680405263158)",2,2019-11-1 16:00:00
44,"LINESTRING (127.3697514 36.3461548, 127.36730504347827 36.347506565217394)",3,2019-11-1 16:00:00
45,"LINESTRING (127.36730504347827 36.347506565217394, 127.3688788 36.3521948)",5,2019-11-1 16:00:00
46,"LINESTRING (127.3688788 36.3521948, 127.36410848275862 36.354445448275854)",6,2019-11-1 16:00:00
47,"LINESTRING (127.36410848275862 36.354445448275854, 127.36963519047619 36.357506142857154)",1,2019-11-1 16:00:00
48,"LINESTRING (127.3698716666667 36.334241999999996, 127.36413137500001 36.334228375)",5,2019-11-1 16:00:00
49,"LINESTRING (127.36413137500001 36.334228375, 127.3583846875 36.332803312500005)",5,2019-11-1 16:00:00
50,"LINESTRING (127.3583846875 36.332803312500005, 127.352487875 36.33213968750001)",5,2019-11-1 16:00:00
51,"LINESTRING (127.352487875 36.33213968750001, 127.34651490909091 36.33209013636363)",5,2019-11-1 16:00:00
52,"LINESTRING (127.34651490909091 36.33209013636363, 127.33932595238093 36.33192147619049)",5,2019-11-1 16:00:00
53,"LINESTRING (127.33932595238093 36.33192147619049, 127.34651490909091 36.33209013636363)",3,2019-11-1 16:00:00
54,"LINESTRING (127.34651490909091 36.33209013636363, 127.34794900000001 36.32748533333333)",2,2019-11-1 16:00:00
55,"LINESTRING (127.35852252500004 36.359151099999984, 127.35594816666665 36.353719222222225)",1,2019-11-1 16:00:00
56,"LINESTRING (127.3498626451613 36.351266870967734, 127.34576512500001 36.3472525)",3,2019-11-1 16:00:00
57,"LINESTRING (127.34576512500001 36.3472525, 127.34025572413792 36.34743613793104)",3,2019-11-1 16:00:00
58,"LINESTRING (127.34025572413792 36.34743613793104, 127.3335079090909 36.34880345454546)",6,2019-11-1 16:00:00
59,"LINESTRING (127.3335079090909 36.34880345454546, 127.32741133333332 36.34855266666667)",3,2019-11-1 16:00:00
60,"LINESTRING (127.32741133333332 36.34855266666667, 127.31821675 36.36691325)",1,2019-11-1 16:00:00
61,"LINESTRING (127.31821675 36.36691325, 127.324016125 36.36711137499999)",2,2019-11-1 16:00:00
62,"LINESTRING (127.3688788 36.3521948, 127.36963519047619 36.357506142857154)",1,2019-11-1 16:00:00
63,"LINESTRING (127.35852252500004 36.359151099999984, 127.35697791666665 36.362642333333326)",1,2019-11-1 16:00:00
64,"LINESTRING (127.35697791666665 36.362642333333326, 127.362902 36.36586300000001)",2,2019-11-1 16:00:00
65,"LINESTRING (127.362902 36.36586300000001, 127.36918092307691 36.36590376923077)",2,2019-11-1 16:00:00
66,"LINESTRING (127.33030149999999 36.3276855, 127.33361077777778 36.33205166666667)",1,2019-11-1 16:00:00
67,"LINESTRING (127.33361077777778 36.33205166666667, 127.33932595238093 36.33192147619049)",1,2019-11-1 16:00:00
68,"LINESTRING (127.34651490909091 36.33209013636363, 127.352487875 36.33213968750001)",4,2019-11-1 16:00:00
69,"LINESTRING (127.352487875 36.33213968750001, 127.3583846875 36.332803312500005)",4,2019-11-1 16:00:00
70,"LINESTRING (127.33631763157899 36.35680405263158, 127.33882396874998 36.36329975)",2,2019-11-1 16:00:00
71,"LINESTRING (127.33882396874998 36.36329975, 127.33937399999998 36.367582666666664)",1,2019-11-1 16:00:00
72,"LINESTRING (127.35254 36.368193, 127.35238738095242 36.35994361904763)",1,2019-11-1 16:00:00
73,"LINESTRING (127.34750566666666 36.352309999999996, 127.34121180851066 36.353600680851066)",2,2019-11-1 16:00:00
74,"LINESTRING (127.34121180851066 36.353600680851066, 127.34532330188681 36.36119986792454)",3,2019-11-1 16:00:00
75,"LINESTRING (127.3583846875 36.332803312500005, 127.36413137500001 36.334228375)",2,2019-11-1 16:00:00
76,"LINESTRING (127.33937399999998 36.367582666666664, 127.33882396874998 36.36329975)",1,2019-11-1 16:00:00
77,"LINESTRING (127.36385373529413 36.35914111764706, 127.36410848275862 36.354445448275854)",2,2019-11-1 16:00:00
78,"LINESTRING (127.36410848275862 36.354445448275854, 127.359186 36.353611)",4,2019-11-1 16:00:00
79,"LINESTRING (127.359186 36.353611, 127.35594816666665 36.353719222222225)",3,2019-11-1 16:00:00
